target_alpha,h2_proxy_kg,final_soh_range,final_soh_var,final_mean_soh,soc_min,soc_max,power_mae_kw,start_stop_count
0.06,0.6322171874073012,0.1999989743097916,0.0054499386773209585,0.8499949289906408,0.6241770517023275,0.6498394034151673,14.69541387050886,38.5
0.12,0.6302850043388162,0.1999979407935148,0.005449884289545227,0.8499920593031864,0.6256648833218361,0.6498469264934837,12.748001129376068,74.0
0.18,0.6294608539235812,0.19999772276502006,0.005449871606370368,0.8499891471533532,0.6259228201860523,0.6498544495718777,11.902922788579943,109.5
0.24,0.6289777538838063,0.19999819531719032,0.005449880474906729,0.8499859854465902,0.6260656159284919,0.6498619726501164,11.334306654984726,148.75
0.3,0.6286432463056895,0.1999977092472103,0.005449857258853625,0.8499826654419816,0.626130421437698,0.6498694957287903,10.842672116047108,190.0
0.4,0.6282349925884791,0.19999731785385702,0.005449853279522717,0.8499772632408843,0.6261961879790512,0.649886058430845,10.053000254818564,253.5
