time_s,demand_kw,raw_fc_kw,safe_fc_kw,raw_batt_kw,safe_batt_kw,raw_soc,safe_soc,safe_stack_1_kw,safe_stack_2_kw,safe_stack_3_kw,safe_stack_4_kw
0,0.0,4.90310532040894,0.0,-4.90310532040894,0.0,0.6500261918019253,0.65,0.0,0.0,0.0,0.0
1,1.5958538400853528,6.377866258844733,0.0,-4.782012418759381,1.5958538400853528,0.6500517367400598,0.6499914751397432,0.0,0.0,0.0,0.0
2,3.1924208441396127,7.017417810857296,0.0,-3.8249969667176833,3.1924208441396127,0.6500721694161641,0.6499744216095928,0.0,0.0,0.0,0.0
3,4.790414176131687,7.348036579787731,0.0,-2.557622403656044,4.790414176131687,0.6500858319290042,0.6499488317902758,0.0,0.0,0.0,0.0
4,6.390547000030483,7.5427718460559845,0.0,-1.1522248460255016,6.390547000030483,0.6500919869762586,0.6499146942528825,0.0,0.0,0.0,0.0
5,7.993532479804907,7.675186172127724,0.0012930500702168501,0.3183463076771833,7.99223942973469,0.6500902864083757,0.6498720006661852,0.0005201095973461634,0.00036285641726863105,0.00025360886866110377,0.00015647518694095197
6,9.600083779423871,7.778648566454649,0.29276172281242907,1.821435212969222,9.307322056611442,0.6500805565194175,0.6498222820654554,0.11781849898397923,0.0821910216473043,0.057372963055968285,0.035379239125177264
7,11.210914062856274,7.868821639567614,0.823147059418261,3.34209242328866,10.387767003438013,0.6500627034616008,0.6497667918571037,0.33186746295541525,0.23107838351279497,0.16119269421324134,0.09900851873680949
8,12.826736494071024,7.962728105485439,1.5505093382671475,4.864008388585585,11.276227155803877,0.6500367205108071,0.6497065556009296,0.626671826466918,0.4352020565420389,0.3034365363419056,0.18519891891628504
9,14.448264237037037,8.073822688311338,2.440556767396629,6.374441548725699,12.007707469640408,0.6500026690068075,0.6496424118644465,0.9898636490106583,0.6850322708487511,0.4769284278154373,0.2887324197217822
10,16.076210455723203,8.195469155907631,3.465273231267929,7.880741299815572,12.610937224455274,0.6499605710297786,0.6495750457467945,1.411365531384945,0.9729532524943352,0.6755979266017675,0.40535652078688145
11,17.71128831409846,8.324530441313982,4.60179434157908,9.386757872784479,13.109493972519381,0.6499104280924239,0.6495050163986507,1.883566565811634,1.2933268211781979,0.8936134167015553,0.5312875378876925
12,19.354210976131707,8.459594938904047,5.831484775990248,10.89461603722766,13.52272620014146,0.6498522303571823,0.6494327796133935,2.4001387879252434,1.6402972862124443,1.1277148500084877,0.6633338518440723
13,21.005691605791814,8.600128628313541,7.139177713543177,12.405562977478272,13.866513892248637,0.649785961324183,0.6493587063554221,2.9568102210760117,2.0091379061341286,1.3749443925917149,0.7982851937413216
14,22.666443367047695,8.755511697381735,8.512555062770844,13.91093166966596,14.153888304276851,0.6497116507917595,0.6492830979777283,3.5396698862314224,2.398296445608139,1.6361700370907784,0.9384186938405037
15,24.3371794238683,8.930567651987076,9.941634070128202,15.406611771881224,14.395545353740097,0.6496293505152003,0.6492061986969925,4.148394241929054,2.8034837916493416,1.9076639786362648,1.0820920579135418
16,26.018612940222543,9.12077659741044,11.41835106536746,16.897836342812102,14.600261874855082,0.6495390842954203,0.6491282058450969,4.781133681535721,3.2222121953964233,2.18710545450449,1.2278997339308262
17,27.71145708007928,9.324401617050171,12.936217989772558,18.38705546302911,14.775239090306723,0.6494408628452972,0.6490492782858538,5.435837432742119,3.6539532244205475,2.4722473695874214,1.3741799630224705
18,29.416425007407394,9.540578257292509,14.49003629386425,19.875846750114885,14.926388713543144,0.6493346884502645,0.6489695433034096,6.110665202140808,4.0986306965351105,2.7611711993813515,1.5195691958069801
19,31.134229886175874,9.76939583197236,16.07566848397255,21.364834054203513,15.058561402203324,0.6492205600632228,0.6488891022702782,6.805527210235596,4.553761705756187,3.0530789867043495,1.6633005812764168
20,32.86558488035363,10.011492483317852,17.689847014844418,22.854092397035778,15.175737865509213,0.6490984762363156,0.6488080352945009,7.518200576305389,5.018619075417519,3.348115086555481,1.8049122765660286
21,34.61120315390945,10.267928335815668,19.330019131302834,24.343274818093782,15.281184022606617,0.6489684373751078,0.6487264050379699,8.247245103120804,5.492674186825752,3.6460626870393753,1.9440371543169022
22,36.37179787081236,10.540359001606703,20.99421862512827,25.831438869205655,15.377579245684089,0.64883044891961,0.6486442598496917,8.991671353578568,5.975698679685593,3.946572169661522,2.080276422202587
23,38.14808219503127,10.830742493271828,22.680959664285183,27.317339701759444,15.467122530746089,0.6486845229596646,0.6485616363318992,9.736839681863785,6.462857872247696,4.259728640317917,2.2215334698557854
24,39.94076929053495,11.141781322658062,24.38915017992258,28.79898796787689,15.551619110612371,0.648530682211973,0.6484785614434878,10.48986092209816,6.949320435523987,4.580945521593094,2.3690233007073402
25,9.487197835695731,9.706455003470182,20.310615748167038,-0.21925716777445103,-10.823417912471307,0.6485318534575273,0.6485363788468664,8.835473656654358,5.766245350241661,3.7777338176965714,1.9311629235744476
26,-10.892430312296309,8.25573829934001,16.65470451116562,-19.14816861163632,-27.547134823461928,0.6486341406830168,0.648683532344855,7.1975357830524445,4.699830710887909,3.1130244955420494,1.644313521683216
27,-10.502180794941006,7.5173020362854,13.656858075410128,-18.019482831226405,-24.159038870351132,0.6487303986041238,0.6488125870396753,5.839581415057182,3.8411762565374374,2.576235495507717,1.3998649083077908
28,-10.103811905799716,7.170811574906111,11.19862338528037,-17.274623480705827,-21.302435291080087,0.6488226775757088,0.6489263820999909,4.750996083021164,3.1397301703691483,2.1275339648127556,1.180363167077303
29,-9.697676661037047,7.017432060092688,9.182871133089066,-16.715108721129734,-18.880547794126112,0.6489119676863986,0.6490272397270962,3.871512785553932,2.5674771517515182,1.7536265775561333,0.9902546182274818
30,-9.284128076817549,6.954356748610735,7.529954705387354,-16.238484825428284,-16.814082782204903,0.6489987117292695,0.6491170585453772,3.150681033730507,2.103898301720619,1.4454396441578865,0.8299357257783413
31,-8.863519169305892,6.932583078742027,6.174562592059374,-15.79610224804792,-15.038081761365266,0.6490830926173466,0.6491973901787178,2.5652410462498665,1.7244815826416016,1.1909917928278446,0.6938481703400612
